Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
VPD,39,0,therapy · eradication · treatment,therapy; eradication; treatment; triple; sequential; regimens; rate; firstline; rates; regimen,1175.0,1175,47591.0,40.503,2016.434,2017.0,2005,2025,5,27707777 | 17170018 | 22491499 | 28071659 | 17608775,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report. | Current concepts in the management of Helicobacter pylori infection: the Maastricht III Consensus Report. | Management of Helicobacter pylori infection--the Maastricht IV/ Florence Consensus Report. | ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection.,27707777,2016,2826,,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report.,"Important progress has been made in the management of Helicobacter pylori infection and in this fifth edition of the Maastricht Consensus Report, key aspects related to the clinical role of H. pylori were re-evaluated in . In the Maastricht V/Florence Consensus Conference, experts from countries examined new data related to H. pylori in five subdivided workshops: () Indications/Associations, () Diagnosis, () Treatment, () Prevention/Public Health, () H. pylori and the Gastric Microbiota. The results of the individual workshops were presented to a final consensus voting that included all participants. Recommendations are provided on the basis of the best available evidence and relevance to the management of H. pylori infection in the various clinical scenarios."
VPD,39,11,cancer · incidence · risk,cancer; incidence; risk; gastric; mortality; gc; factors; intake; prevention; dietary,484.0,484,37429.0,77.333,2016.967,2018.0,2005,2025,5,32861308 | 16489633 | 30944675 | 31362118 | 29445300,"Gastric cancer. | Epidemiology of gastric cancer. | Epidemiology of gastric cancer: global trends, risk factors and prevention. | Burden of Gastric Cancer. | Gastric cancer: epidemiology, prevention, classification, and treatment.",32861308,2020,4404,,Gastric cancer.,"Gastric cancer is the fifth most common cancer and the third most common cause of cancer death globally. Risk factors for the condition include Helicobacter pylori infection, age, high salt intake, and diets low in fruit and vegetables. Gastric cancer is diagnosed histologically after endoscopic biopsy and staged using CT, endoscopic ultrasound, PET, and laparoscopy. It is a molecularly and phenotypically highly heterogeneous disease. The main treatment for early gastric cancer is endoscopic resection. Non-early operable gastric cancer is treated with surgery, which should include D2 lymphadenectomy (including lymph node stations in the perigastric mesentery and along the celiac arterial branches). Perioperative or adjuvant chemotherapy improves survival in patients with stage 1B or higher cancers. Advanced gastric cancer is treated with sequential lines of chemotherapy, starting with a platinum and fluoropyrimidine doublet in the first line; median survival is less than year. Targeted therapies licensed to treat gastric cancer include trastuzumab (HER2-positive patients first line), ramucirumab (anti-angiogenic second line), and nivolumab or pembrolizumab (anti-PD- third line)."
VPD,39,12,gastritis · atrophy · chronic,gastritis; atrophy; chronic; gastric; mucosa; atrophic; corpus; patients; with; in,525.0,525,9803.0,18.672,2014.324,2014.0,2005,2025,5,17142647 | 31602159 | 16322107 | 20820854 | 28402047,Gastritis staging in clinical practice: the OLGA staging system. | Pathogenesis and clinical management of Helicobacter pylori gastric infection. | Helicobacter pylori outer membrane proteins and gastroduodenal disease. | Helicobacter pylori: a ROS-inducing bacterial species in the stomach. | Survival of Helicobacter pylori in gastric acidic territory.,17142647,2006,486,,Gastritis staging in clinical practice: the OLGA staging system.,"BACKGROUND: The available classifications of gastritis are inconsistently used, possibly because none provides immediate prognostic/therapeutic information to clinicians. As histology reporting of hepatitis in terms of stage is clinically useful and widely accepted, an international group (Operative Link on Gastritis Assessment (OLGA)) proposed an equivalent staging system for reporting gastric histology. Gastritis staging integrates the atrophy score (obtained by biopsy) and the atrophy topography (achieved through directed biopsy mapping). AIM: To test in a prospective cross-sectional study whether OLGA staging consistently stratified patients according to their cancer risk and provided clear prognostic/therapeutic information. METHODS: OLGA staging for gastric cancer risk (-IV) and gastritis grading (overall score of the inflammatory infiltrate, grade -) were applied in prospectively enrolled, consecutive, dyspeptic outpatients who underwent endoscopy with standardised biopsy sampling. Incidental neoplastic lesions and coexisting peptic ulcers were recorded. Results were presented as stage (including antral (A) and corpus (C) atrophy scores) and H pylori status (eg, A = ; C = : stage IV; Hp+ve). RESULTS: Benign conditions (including duodenal ulcers; p<) consistently clustered in stages -II, whereas all neoplastic (invasive and non-invasive) lesions clustered in stages III-IV (p<). CONCLUSIONS: Gastritis staging, combined with H pylori status, provided clinically relevant information on the overall status of the gastric mucosa with implications for prognosis, therapy and management."
VPD,39,13,resistance · clarithromycin · mutations,resistance; clarithromycin; mutations; 23s; mutation; rrna; a2143g; strains; point; isolates,380.0,380,9716.0,25.568,2015.566,2016.0,2005,2025,5,20400110 | 16418408 | 15980346 | 16882327 | 20668128,"Clarithromycin-resistant genotypes and eradication of Helicobacter pylori. | Clarithromycin-resistant genotypes and eradication of Helicobacter pylori. | Macrolide resistance in Campylobacter jejuni and Campylobacter coli: molecular mechanism and stability of the resistance phenotype. | Primary levofloxacin resistance and gyrA/B mutations among Helicobacter pylori in Japan. | High prevalence of clarithromycin-resistant Helicobacter pylori strains and risk factors associated with resistance in Madrid, Spain.",20400110,2010,227,,Clarithromycin-resistant genotypes and eradication of Helicobacter pylori.,"OBJECTIVE: To compare the eradication rates among the different point mutations and the efficacy of triple therapy and a sequential regimen according to genotypic resistance. STUDY DESIGN: Post hoc retrospective cohort study in a tertiary referral center for pediatric gastroenterology in southern Italy. All children who were positive for Helicobacter pylori were enrolled. Patients had received clarithromycin-based -day triple therapy ( children) or -day sequential therapy regimen ( children). Real-time polymerase chain reaction for assessing clarithromycin resistance was performed on sections of paraffin-embedded gastric biopsy samples. RESULTS: H pylori eradication was achieved in of (%) children with the A2143G mutation, in of patients with either A2142G or A2142C strains (%), and in of children with susceptible strains (%). The presence of A2143G mutation was associated with a lower cure rate compared with the rate in the absence of this mutation (% vs. %; P = .). The sequential regimen achieved a higher cure rate than triple therapy in patients with A2143G mutant strains (% vs nil; P < .). CONCLUSIONS: The A2143G mutation confers higher risk of treatment failure. Sequential regimen has higher efficacy than standard therapy, even in children with A2143G mutatant strains."
VPD,39,14,dyspepsia · functional · symptoms,dyspepsia; fd; functional; symptoms; rome; dyspeptic; epigastric; pain; patients; symptom,324.0,324,11073.0,34.176,2014.281,2014.0,2005,2025,5,28631728 | 25147201 | 16181387 | 33049222 | 29099093,"ACG and CAG Clinical Guideline: Management of Dyspepsia. | Global prevalence of, and risk factors for, uninvestigated dyspepsia: a meta-analysis. | Guidelines for the management of dyspepsia. | Functional dyspepsia. | Functional dyspepsia.",28631728,2017,620,,ACG and CAG Clinical Guideline: Management of Dyspepsia.,"We have updated both the American College of Gastroenterology (ACG) and the Canadian Association of Gastroenterology (CAG) guidelines on dyspepsia in a joint ACG/CAG dyspepsia guideline. We suggest that patients ≥ years of age presenting with dyspepsia are investigated with upper gastrointestinal endoscopy to exclude organic pathology. This is a conditional recommendation and patients at higher risk of malignancy (such as spending their childhood in a high risk gastric cancer country or having a positive family history) could be offered an endoscopy at a younger age. Alarm features should not automatically precipitate endoscopy in younger patients but this should be considered on a case-by-case basis. We recommend patients < years of age have a non-invasive test Helicobacter pylori and treatment if positive. Those that are negative or do not respond to this approach should be given a trial of proton pump inhibitor (PPI) therapy. If these are ineffective tricyclic antidepressants (TCA) or prokinetic therapies can be tried. Patients that have an endoscopy where no pathology is found are defined as having functional dyspepsia (FD). H. pylori eradication should be offered in these patients if they are infected. We recommend PPI, TCA and prokinetic therapy (in that order) in those that fail therapy or are H. pylori negative. We do not recommend routine upper gastrointestinal (GI) motility testing but it may be useful in selected patients."
VPD,39,15,cancer · gastric · risk,cancer; gastric; gc; risk; infection; survival; patients; noncardia; pylori; ci,450.0,450,17670.0,39.267,2015.56,2015.5,2005,2025,5,20930071 | 20495574 | 24889903 | 17047193 | 38176660,Helicobacter pylori and gastric cancer: factors that modulate disease risk. | Helicobacter pylori: gastric cancer and beyond. | Global burden of gastric cancer attributable to Helicobacter pylori. | Opposing risks of gastric cardia and noncardia gastric adenocarcinomas associated with Helicobacter pylori seropositivity. | Global Prevalence of Helicobacter pylori Infection and Incidence of Gastric Cancer Between 1980 and 2022.,20930071,2010,1387,,Helicobacter pylori and gastric cancer: factors that modulate disease risk.,"Helicobacter pylori is a gastric pathogen that colonizes approximately % of the world's population. Infection with H. pylori causes chronic inflammation and significantly increases the risk of developing duodenal and gastric ulcer disease and gastric cancer. Infection with H. pylori is the strongest known risk factor for gastric cancer, which is the second leading cause of cancer-related deaths worldwide. Once H. pylori colonizes the gastric environment, it persists for the lifetime of the host, suggesting that the host immune response is ineffective in clearing this bacterium. In this review, we discuss the host immune response and examine other host factors that increase the pathogenic potential of this bacterium, including host polymorphisms, alterations to the apical-junctional complex, and the effects of environmental factors. In addition to host effects and responses, H. pylori strains are genetically diverse. We discuss the main virulence determinants in H. pylori strains and the correlation between these and the diverse clinical outcomes following H. pylori infection. Since H. pylori inhibits the gastric epithelium of half of the world, it is crucial that we continue to gain understanding of host and microbial factors that increase the risk of developing more severe clinical outcomes."
VPD,39,16,oral · dental · plaque,oral; dental; plaque; cavity; periodontal; periodontitis; saliva; halitosis; pylori; teeth,316.0,316,7833.0,24.788,2015.633,2016.0,2005,2025,5,23527870 | 36494387 | 21523221 | 20507380 | 19405829,"Cluster of bacteria associated with peri-implantitis. | An umbrella review of the evidence linking oral health and systemic noncommunicable diseases. | Revisiting the association between candidal infection and carcinoma, particularly oral squamous cell carcinoma. | Mechanical non-surgical treatment of peri-implantitis: a single-blinded randomized longitudinal clinical study. II. Microbiological results. | The impact of the stone age diet on gingival conditions in the absence of oral hygiene.",23527870,2013,328,,Cluster of bacteria associated with peri-implantitis.,"BACKGROUND: Information on the microbiota in peri-implantitis is limited. We hypothesized that neither gender nor a history of periodontitis/smoking or the microbiota at implants differ by implant status. MATERIALS AND METHODS: Baseline microbiological samples collected at one implant in each of participants with peri-implantitis and from individuals with a healthy implant were collected and analyzed by DNA-DNA checkerboard hybridization ( species). Clinical and radiographic data defined implant status. RESULTS: Nineteen bacterial species were found at higher counts from implants with peri-implantitis including Aggregatibacter actinomycetemcomitans, Campylobacter gracilis, Campylobacter rectus, Campylobacter showae, Helicobacter pylori, Haemophilus influenzae, Porphyromonas gingivalis, Staphylococcus aureus, Staphylococcus anaerobius, Streptococcus intermedius, Streptococcus mitis, Tannerella forsythia, Treponema denticola, and Treponema socranskii (p < .). Receiver operating characteristic curve analysis identified T. forsythia, P. gingivalis, T. socranskii, Staph. aureus, Staph. anaerobius, Strep. intermedius, and Strep. mitis in peri-implantitis comprising % of the total microbiota. When adjusted for gender (not significant [NS]), smoking status (NS), older age (p = .), periodontitis history (p < .), and T. forsythia (likelihood ratio , % confidence interval , , p = .) were associated with peri-implantitis. CONCLUSION: A cluster of bacteria including T. forsythia and Staph. aureus are associated with peri-implantitis."
VPD,39,17,expression · cells · cancer,expression; cells; cancer; gastric; gc; signaling; carcinogenesis; cell; pathway; proliferation,417.0,417,13684.0,32.815,2017.825,2019.0,2005,2025,5,26385073 | 17681184 | 19271114 | 15887152 | 32926335,Pathobiology of Helicobacter pylori-Induced Gastric Cancer. | Carcinogenesis of Helicobacter pylori. | Helicobacter pylori and gastric carcinogenesis. | Helicobacter pylori and gastric cancer: a new paradigm for inflammation-associated epithelial cancers. | Molecular Mechanism of Helicobacter pylori-Induced Gastric Cancer.,26385073,2015,855,,Pathobiology of Helicobacter pylori-Induced Gastric Cancer.,"Colonization of the human stomach by Helicobacter pylori and its role in causing gastric cancer is one of the richest examples of a complex relationship among human cells, microbes, and their environment. It is also a puzzle of enormous medical importance given the incidence and lethality of gastric cancer worldwide. We review recent findings that have changed how we view these relationships and affected the direction of gastric cancer research. For example, recent data have indicated that subtle mismatches between host and microbe genetic traits greatly affect the risk of gastric cancer. The ability of H pylori and its oncoprotein CagA to reprogram epithelial cells and activate properties of stemness show the sophisticated relationship between H pylori and progenitor cells in the gastric mucosa. The observation that cell-associated H pylori can colonize the gastric glands and directly affect precursor and stem cells supports these observations. The ability to mimic these interactions in human gastric organoid cultures as well as animal models will allow investigators to more fully unravel the extent of H pylori control on the renewing gastric epithelium. Finally, our realization that external environmental factors, such as dietary components and essential micronutrients, as well as the gastrointestinal microbiota, can change the balance between H pylori's activity as a commensal or a pathogen has provided direction to studies aimed at defining the full carcinogenic potential of this organism."
VPD,39,18,lps · lewis · baba,lps; lewis; baba; fl; lipid; lipopolysaccharide; binding; synthesis; glycosylation; biosynthesis,359.0,359,14381.0,40.058,2014.279,2014.0,2005,2025,5,27075488 | 16973733 | 16951684 | 23745121 | 22216004,Lipopolysaccharide modification in Gram-negative bacteria during chronic infection. | Fucosylation in prokaryotes and eukaryotes. | Cholesterol glucosylation promotes immune evasion by Helicobacter pylori. | Structural Modifications of Bacterial Lipopolysaccharide that Facilitate Gram-Negative Bacteria Evasion of Host Innate Immunity. | Helicobacter pylori versus the host: remodeling of the bacterial outer membrane is required for survival in the gastric mucosa.,27075488,2016,635,,Lipopolysaccharide modification in Gram-negative bacteria during chronic infection.,"The Gram-negative bacterial lipopolysaccharide (LPS) is a major component of the outer membrane that plays a key role in host-pathogen interactions with the innate immune system. During infection, bacteria are exposed to a host environment that is typically dominated by inflammatory cells and soluble factors, including antibiotics, which provide cues about regulation of gene expression. Bacterial adaptive changes including modulation of LPS synthesis and structure are a conserved theme in infections, irrespective of the type or bacteria or the site of infection. In general, these changes result in immune system evasion, persisting inflammation and increased antimicrobial resistance. Here, we review the modifications of LPS structure and biosynthetic pathways that occur upon adaptation of model opportunistic pathogens (Pseudomonas aeruginosa, Burkholderia cepacia complex bacteria, Helicobacter pylori and Salmonella enterica) to chronic infection in respiratory and gastrointestinal sites. We also discuss the molecular mechanisms of these variations and their role in the host-pathogen interaction."
VPD,39,19,test · tests · detection,test; tests; detection; pcr; diagnostic; sensitivity; specificity; noninvasive; culture; diagnosis,392.0,392,9810.0,25.026,2014.862,2015.5,2005,2025,5,17428887 | 26523098 | 25278682 | 29559361 | 17382278,Helicobacter pylori detection and antimicrobial susceptibility testing. | Diagnosis of Helicobacter pylori infection: Current options and developments. | Diagnosis of Helicobacter pylori: what should be the gold standard? | Houston Consensus Conference on Testing for Helicobacter pylori Infection in the United States. | Diagnosis of Helicobacter pylori: invasive and non-invasive tests.,17428887,2007,702,,Helicobacter pylori detection and antimicrobial susceptibility testing.,"The discovery of Helicobacter pylori in was the starting point of a revolution concerning the concepts and management of gastroduodenal diseases. It is now well accepted that the most common stomach disease, peptic ulcer disease, is an infectious disease, and all consensus conferences agree that the causative agent, H. pylori, must be treated with antibiotics. Furthermore, the concept emerged that this bacterium could be the trigger of various malignant diseases of the stomach, and it is now a model for chronic bacterial infections causing cancer. Most of the many different techniques involved in diagnosis of H. pylori infection are performed in clinical microbiology laboratories. The aim of this article is to review the current status of these methods and their application, highlighting the important progress which has been made in the past decade. Both invasive and noninvasive techniques will be reviewed."
VPD,39,20,endoscopic · gastritis · endoscopy,endoscopic; gastritis; endoscopy; lci; nodular; imaging; findings; color; wli; nodularity,358.0,358,5570.0,15.559,2016.64,2018.0,2005,2025,5,17163333 | 15940642 | 17273960 | 23369058 | 32089624,"Confocal laser endomicroscopy: technical status and current indications. | Diagnosing Helicobacter pylori in vivo by confocal laser endoscopy. | High-resolution magnification endoscopy can reliably identify normal gastric mucosa, Helicobacter pylori-associated gastritis, and gastric atrophy. | Diagnosis of Helicobacter pylori infection in gastric mucosa by endoscopic features: a multicenter prospective study. | Endoscopic Kyoto classification of Helicobacter pylori infection and gastric cancer risk diagnosis.",17163333,2006,180,,Confocal laser endomicroscopy: technical status and current indications.,"Confocal laser endomicroscopy is a newly introduced endoscopic tool that makes it possible to carry out confocal microscopic examination of the mucosal layer during ongoing endoscopy. Different types of tissue and diseases can be diagnosed immediately, facilitating early diagnosis of gastrointestinal cancer. Analysis of the in vivo microarchitecture is helpful in targeting biopsies to relevant areas. In addition, subsurface imaging can unmask microscopic diseases - (microscopic colitis) or bacterial infection ( HELICOBACTER PYLORI), for example. Molecular imaging is becoming feasible, and this will shortly open the door to new indications in gastrointestinal endoscopy (e.g., in vivo receptor analysis)."
