Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
baseline,39,0,therapy · eradication · triple,therapy; eradication; mg; triple; quadruple; treatment; day; amoxicillin; rates; regimen,2042.0,2042,59323.0,29.051,2016.502,2017.0,2005,2025,5,28071659 | 17608775 | 20525969 | 27102658 | 21345487,"ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection. | Helicobacter pylori treatment in the era of increasing antibiotic resistance. | The Toronto Consensus for the Treatment of Helicobacter pylori Infection in Adults. | Helicobacter pylori eradication with a capsule containing bismuth subcitrate potassium, metronidazole, and tetracycline given with omeprazole versus clarithromycin-based triple therapy: a randomised, open-label, non-inferiority, phase 3 trial.",28071659,2017,1534,,ACG Clinical Guideline: Treatment of Helicobacter pylori Infection.,"Helicobacter pylori (H. pylori) infection is a common worldwide infection that is an important cause of peptic ulcer disease and gastric cancer. H. pylori may also have a role in uninvestigated and functional dyspepsia, ulcer risk in patients taking low-dose aspirin or starting therapy with a non-steroidal anti-inflammatory medication, unexplained iron deficiency anemia, and idiopathic thrombocytopenic purpura. While choosing a treatment regimen for H. pylori, patients should be asked about previous antibiotic exposure and this information should be incorporated into the decision-making process. For first-line treatment, clarithromycin triple therapy should be confined to patients with no previous history of macrolide exposure who reside in areas where clarithromycin resistance amongst H. pylori isolates is known to be low. Most patients will be better served by first-line treatment with bismuth quadruple therapy or concomitant therapy consisting of a PPI, clarithromycin, amoxicillin, and metronidazole. When first-line therapy fails, a salvage regimen should avoid antibiotics that were previously used. If a patient received a first-line treatment containing clarithromycin, bismuth quadruple therapy or levofloxacin salvage regimens are the preferred treatment options. If a patient received first-line bismuth quadruple therapy, clarithromycin or levofloxacin-containing salvage regimens are the preferred treatment options. Details regarding the drugs, doses and durations of the recommended and suggested first-line and salvage regimens can be found in the guideline."
baseline,39,11,vaccine · mice · recombinant,vaccine; mice; recombinant; vaccines; against; immunization; immune; protection; vaccination; ureb,531.0,531,13882.0,26.143,2015.243,2015.0,2005,2025,5,33275896 | 16543949 | 26142048 | 28185986 | 25818402,"Nanoparticle Vaccines Based on the Receptor Binding Domain (RBD) and Heptad Repeat (HR) of SARS-CoV-2 Elicit Robust Protective Immune Responses. | The neutrophil-activating protein of Helicobacter pylori promotes Th1 immune responses. | Efficacy, safety, and immunogenicity of an oral recombinant Helicobacter pylori vaccine in children in China: a randomised, double-blind, placebo-controlled, phase 3 trial. | A novel design of a multi-antigenic, multistage and multi-epitope vaccine against Helicobacter pylori: An in silico approach. | Identification of putative vaccine candidates against Helicobacter pylori exploiting exoproteome and secretome: a reverse vaccinology based approach.",33275896,2020,338,,Nanoparticle Vaccines Based on the Receptor Binding Domain (RBD) and Heptad Repeat (HR) of SARS-CoV-2 Elicit Robust Protective Immune Responses.,"Various vaccine strategies have been proposed in response to the global COVID- pandemic, each with unique strategies for eliciting immune responses. Here, we developed nanoparticle vaccines by covalently conjugating the self-assembled -mer ferritin to the receptor binding domain (RBD) and/or heptad repeat (HR) subunits of the Severe Acute Respiratory Syndrome Coronavirus- (SARS-CoV-) spike (S) protein. Compared to monomer vaccines, nanoparticle vaccines elicited more robust neutralizing antibodies and cellular immune responses. RBD and RBD-HR nanoparticle vaccinated hACE2 transgenic mice vaccinated with RBD and/or RBD-HR nanoparticles exhibited reduced viral load in the lungs after SARS-CoV- challenge. RBD-HR nanoparticle vaccines also promoted neutralizing antibodies and cellular immune responses against other coronaviruses. The nanoparticle vaccination of rhesus macaques induced neutralizing antibodies, and T and B cell responses prior to boost immunization; these responses persisted for more than three months. RBD- and HR-based nanoparticles thus present a promising vaccination approach against SARS-CoV- and other coronaviruses."
baseline,39,12,ppi · ppis · pump,ppi; ppis; pump; proton; ph; acid; mg; esomeprazole; inhibitors; reflux,430.0,430,15488.0,36.019,2013.802,2013.0,2005,2025,5,19006606 | 29089382 | 16651285 | 16011666 | 18679668,Pharmacology of proton pump inhibitors. | Long-term proton pump inhibitors and risk of gastric cancer development after treatment for Helicobacter pylori: a population-based study. | Therapy with gastric acidity inhibitors increases the risk of acute gastroenteritis and community-acquired pneumonia in children. | Systematic review: proton-pump inhibitor failure in gastro-oesophageal reflux disease--where next? | Proton pump inhibitors: an update of their clinical use and pharmacokinetics.,19006606,2008,509,,Pharmacology of proton pump inhibitors.,"The gastric H,K-ATPase is the primary target for the treatment of acid-related diseases. Proton pump inhibitors (PPIs) are weak bases composed of two moieties, a substituted pyridine with a primary pK(a) of about , which allows selective accumulation in the secretory canaliculus of the parietal cell, and a benzimidazole with a second pK(a) of about . PPIs are acid-activated prodrugs that convert to sulfenic acids or sulfenamides that react covalently with one or more cysteines accessible from the luminal surface of the ATPase. Because of covalent binding, their inhibitory effects last much longer than their plasma half-life. However, the short half-life of the drug in the blood and the requirement for acid activation impair their efficacy in acid suppression, particularly at night. PPIs with longer half-life promise to improve acid suppression. All PPIs give excellent healing of peptic ulcers and produce good results in reflux esophagitis. PPIs combined with antibiotics eradicate Helicobacter pylori."
baseline,39,13,mucin · lewis · lps,mucin; lewis; lps; binding; mucins; baba; fl; glycosylation; the; lipopolysaccharide,476.0,476,19550.0,41.071,2014.078,2013.0,2005,2025,5,27075488 | 19706518 | 16973733 | 22504179 | 16951684,Lipopolysaccharide modification in Gram-negative bacteria during chronic infection. | Helicobacter pylori moves through mucus by reducing mucin viscoelasticity. | Fucosylation in prokaryotes and eukaryotes. | Cell attachment protein VP8* of a human rotavirus specifically interacts with A-type histo-blood group antigen. | Cholesterol glucosylation promotes immune evasion by Helicobacter pylori.,27075488,2016,635,,Lipopolysaccharide modification in Gram-negative bacteria during chronic infection.,"The Gram-negative bacterial lipopolysaccharide (LPS) is a major component of the outer membrane that plays a key role in host-pathogen interactions with the innate immune system. During infection, bacteria are exposed to a host environment that is typically dominated by inflammatory cells and soluble factors, including antibiotics, which provide cues about regulation of gene expression. Bacterial adaptive changes including modulation of LPS synthesis and structure are a conserved theme in infections, irrespective of the type or bacteria or the site of infection. In general, these changes result in immune system evasion, persisting inflammation and increased antimicrobial resistance. Here, we review the modifications of LPS structure and biosynthetic pathways that occur upon adaptation of model opportunistic pathogens (Pseudomonas aeruginosa, Burkholderia cepacia complex bacteria, Helicobacter pylori and Salmonella enterica) to chronic infection in respiratory and gastrointestinal sites. We also discuss the molecular mechanisms of these variations and their role in the host-pathogen interaction."
baseline,39,14,dyspepsia · functional · symptoms,dyspepsia; fd; functional; symptoms; symptom; rome; patients; pain; dyspeptic; epigastric,458.0,458,16131.0,35.221,2013.524,2013.0,2005,2025,5,16771937 | 28631728 | 25147201 | 16181387 | 33049222,"Proton pump inhibitor or testing for Helicobacter pylori as the first step for patients presenting with dyspepsia? A cluster-randomized trial. | ACG and CAG Clinical Guideline: Management of Dyspepsia. | Global prevalence of, and risk factors for, uninvestigated dyspepsia: a meta-analysis. | Guidelines for the management of dyspepsia. | Functional dyspepsia.",16771937,2006,840,,Proton pump inhibitor or testing for Helicobacter pylori as the first step for patients presenting with dyspepsia? A cluster-randomized trial.,"OBJECTIVES: The optimal approach for management of patients with dyspepsia has not been determined. The aim of this study was to compare the efficacy of three strategies for management of dyspepsia: empirical antisecretory therapy, testing for Helicobacter pylori (H. pylori), or a combination of the two. METHODS: Cluster-randomized trial in general practices. Initial treatment with proton pump inhibitor (PPI) was performed in patients, H. pylori test-and-eradicate in patients, and PPI followed by H. pylori-testing if symptoms improved in patients. Symptoms, quality of life, patient satisfaction, and use of resources were recorded during a -yr follow-up. RESULTS: The prevalence of H. pylori infection was %. We found no difference among the three strategies (p=) in terms of the proportion of days without dyspeptic symptoms. After yr gastrointestinal symptom scores and quality-of-life scores had improved significantly and equally in the three groups (p<), but no statistically significant differences were found among the groups. The mean use of endoscopies per patient after yr was higher in the PPI group ( [% CI -]) than in the test-and-eradicate group ( [% CI -]) and the combination group ( [% CI -]), p=. H. pylori-positive patients given eradication therapy had more days without dyspeptic symptoms (p<), used less antisecretory therapy (p<), and were more satisfied (p<) than H. pylori-negative patients. CONCLUSION: The strategies based on H. pylori test enjoyed similar symptom resolution, but reduced endoscopic workload and lower -yr total costs compared with empirical antisecretory therapy."
baseline,39,15,drug · nanoparticles · release,drug; nanoparticles; release; delivery; floating; microspheres; chitosan; mucoadhesive; prepared; vitro,351.0,351,13760.0,39.202,2018.276,2020.0,2005,2025,5,28814725 | 16403588 | 29355262 | 22949839 | 26824056,"Micromotor-enabled active drug delivery for in vivo treatment of stomach infection. | Gastroretentive dosage forms: overview and special case of Helicobacter pylori. | The antibacterial activity of polyoxometalates: structures, antibiotic effects and future perspectives. | Green synthesis of silver nanoparticles through reduction with Solanum xanthocarpum L. berry extract: characterization, antimicrobial and urease inhibitory activities against Helicobacter pylori. | Enzymatically active biomimetic micropropellers for the penetration of mucin gels.",28814725,2017,587,,Micromotor-enabled active drug delivery for in vivo treatment of stomach infection.,"Advances in bioinspired design principles and nanomaterials have led to tremendous progress in autonomously moving synthetic nano/micromotors with diverse functionalities in different environments. However, a significant gap remains in moving nano/micromotors from test tubes to living organisms for treating diseases with high efficacy. Here we present the first, to our knowledge, in vivo therapeutic micromotors application for active drug delivery to treat gastric bacterial infection in a mouse model using clarithromycin as a model antibiotic and Helicobacter pylori infection as a model disease. The propulsion of drug-loaded magnesium micromotors in gastric media enables effective antibiotic delivery, leading to significant bacteria burden reduction in the mouse stomach compared with passive drug carriers, with no apparent toxicity. Moreover, while the drug-loaded micromotors reach similar therapeutic efficacy as the positive control of free drug plus proton pump inhibitor, the micromotors can function without proton pump inhibitors because of their built-in proton depletion function associated with their locomotion.Nano- and micromotors have been demonstrated in vitro for a range of applications. Here the authors demonstrate the in-vivo therapeutic use of micromotors to treat H. pylori infection."
baseline,39,16,genome · genes · strains,genome; genes; strains; genomes; sequences; genomic; sequence; genetic; from; human,401.0,401,17407.0,43.409,2014.805,2015.0,2005,2025,5,20164839 | 17287725 | 19729845 | 15701760 | 17505524,"The primary transcriptome of the major human pathogen Helicobacter pylori. | An African origin for the intimate association between humans and Helicobacter pylori. | Coadaptation of Helicobacter pylori and humans: ancient history, modern implications. | A novel method for accurate operon predictions in all sequenced prokaryotes. | Helicobacter pylori evolution and phenotypic diversification in a changing host.",20164839,2010,1149,,The primary transcriptome of the major human pathogen Helicobacter pylori.,"Genome sequencing of Helicobacter pylori has revealed the potential proteins and genetic diversity of this prevalent human pathogen, yet little is known about its transcriptional organization and noncoding RNA output. Massively parallel cDNA sequencing (RNA-seq) has been revolutionizing global transcriptomic analysis. Here, using a novel differential approach (dRNA-seq) selective for the ' end of primary transcripts, we present a genome-wide map of H. pylori transcriptional start sites and operons. We discovered hundreds of transcriptional start sites within operons, and opposite to annotated genes, indicating that complexity of gene expression from the small H. pylori genome is increased by uncoupling of polycistrons and by genome-wide antisense transcription. We also discovered an unexpected number of approximately small RNAs including the epsilon-subdivision counterpart of the regulatory 6S RNA and associated RNA products, and potential regulators of cis- and trans-encoded target messenger RNAs. Our approach establishes a paradigm for mapping and annotating the primary transcriptomes of many living species."
baseline,39,17,resistance · metronidazole · clarithromycin,resistance; metronidazole; clarithromycin; antibiotic; levofloxacin; tetracycline; isolates; strains; susceptibility; amoxicillin,515.0,515,23834.0,46.28,2015.996,2017.0,2005,2025,5,29276051 | 29990487 | 22580412 | 26694080 | 20067388,"Discovery, research, and development of new antibiotics: the WHO priority list of antibiotic-resistant bacteria and tuberculosis. | Prevalence of Antibiotic Resistance in Helicobacter pylori: A Systematic Review and Meta-analysis in World Health Organization Regions. | Helicobacter pylori resistance to antibiotics in Europe and its relationship to antibiotic consumption. | Review article: the global emergence of Helicobacter pylori antibiotic resistance. | Metronidazole is still the drug of choice for treatment of anaerobic infections.",29276051,2017,5678,,"Discovery, research, and development of new antibiotics: the WHO priority list of antibiotic-resistant bacteria and tuberculosis.","BACKGROUND: The spread of antibiotic-resistant bacteria poses a substantial threat to morbidity and mortality worldwide. Due to its large public health and societal implications, multidrug-resistant tuberculosis has been long regarded by WHO as a global priority for investment in new drugs. In , WHO was requested by member states to create a priority list of other antibiotic-resistant bacteria to support research and development of effective drugs. METHODS: We used a multicriteria decision analysis method to prioritise antibiotic-resistant bacteria; this method involved the identification of relevant criteria to assess priority against which each antibiotic-resistant bacterium was rated. The final priority ranking of the antibiotic-resistant bacteria was established after a preference-based survey was used to obtain expert weighting of criteria. FINDINGS: We selected bacterial species with patterns of acquired resistance and ten criteria to assess priority: mortality, health-care burden, community burden, prevalence of resistance, -year trend of resistance, transmissibility, preventability in the community setting, preventability in the health-care setting, treatability, and pipeline. We stratified the priority list into three tiers (critical, high, and medium priority), using the 33rd percentile of the bacterium's total scores as the cutoff. Critical-priority bacteria included carbapenem-resistant Acinetobacter baumannii and Pseudomonas aeruginosa, and carbapenem-resistant and third-generation cephalosporin-resistant Enterobacteriaceae. The highest ranked Gram-positive bacteria (high priority) were vancomycin-resistant Enterococcus faecium and meticillin-resistant Staphylococcus aureus. Of the bacteria typically responsible for community-acquired infections, clarithromycin-resistant Helicobacter pylori, and fluoroquinolone-resistant Campylobacter spp, Neisseria gonorrhoeae, and Salmonella typhi were included in the high-priority tier. INTERPRETATION: Future development strategies should focus on antibiotics that are active against multidrug-resistant tuberculosis and Gram-negative bacteria. The global strategy should include antibiotic-resistant bacteria responsible for community-acquired infections such as Salmonella spp, Campylobacter spp, N gonorrhoeae, and H pylori. FUNDING: World Health Organization."
baseline,39,18,oral · dental · plaque,oral; dental; plaque; cavity; periodontal; saliva; periodontitis; pylori; samples; presence,310.0,310,8151.0,26.294,2015.561,2016.0,2005,2025,5,21896079 | 23527870 | 31602159 | 36494387 | 20507380,Epidemiology of Helicobacter pylori infection and public health implications. | Cluster of bacteria associated with peri-implantitis. | Pathogenesis and clinical management of Helicobacter pylori gastric infection. | An umbrella review of the evidence linking oral health and systemic noncommunicable diseases. | Mechanical non-surgical treatment of peri-implantitis: a single-blinded randomized longitudinal clinical study. II. Microbiological results.,21896079,2011,375,,Epidemiology of Helicobacter pylori infection and public health implications.,"This review summarizes studies on the epidemiology and public health implications of Helicobacter pylori published in peer-reviewed journals from April through March . Prevalence rates vary widely between different geographical regions and ethnic groups. An interesting study from the USA identified the degree of African ancestry as an independent predictor of H. pylori infection. Two studies have demonstrated early childhood as the period of transmission of infection and identified an infected sibling as an important risk factor. An oral-oral route of spread has been substantiated with several studies showing the presence of H. pylori in the oral cavity. Studies have shown the presence of H. pylori in drinking water and the role of poor living conditions and sanitation in H. pylori infection, supporting an oral-fecal route of spread. Screening for H. pylori as a gastric cancer pre-screening strategy has been described in Japan, and the importance of H. pylori eradication as a gastric cancer-prevention strategy has now been further emphasized in Japanese guidelines. Two studies have shown a decrease in the burden of dyspepsia and peptic ulcer disease with H. pylori eradication."
baseline,39,19,mir · mirnas · mirna,mir; mirnas; mirna; expression; micrornas; gc; cancer; gastric; microrna; mir146a,275.0,275,11344.0,41.251,2017.887,2018.0,2008,2025,5,18794849 | 19165869 | 19650740 | 21418558 | 22860003,"miR-21 plays a pivotal role in gastric cancer pathogenesis and progression. | DNA methylation of microRNA genes in gastric mucosae of gastric cancer patients: its possible involvement in the formation of epigenetic field defect. | Induction of microRNA-155 during Helicobacter pylori infection and its negative regulatory role in the inflammatory response. | miR-449 inhibits cell proliferation and is down-regulated in gastric cancer. | Plasma microRNAs, miR-223, miR-21 and miR-218, as novel potential biomarkers for gastric cancer detection.",18794849,2008,474,,miR-21 plays a pivotal role in gastric cancer pathogenesis and progression.,"Gastric cancer causes nearly one million deaths worldwide per year. Although Helicobacter pylori infection is the main risk factor, in about % or more of gastric cancers, the molecular pathway underlying H. pylori infection leading to the development of gastric cancers remains unclear. Recently accumulating evidence suggests that microRNAs (miRNAs) may regulate diverse biological processes and may be important in tumorigenesis. miR- has been frequently observed to be aberrantly overexpressed in various tumors. Using TaqMan quantitative real-time PCR, we confirmed that miR- was significantly overexpressed in human gastric cancer tissues and cell lines. Remarkably, miR- was also significantly overexpressed in H. pylori-infected gastric mucosa, implying that overexpression of miR- in gastric cancer may be due in part to H. pylori infection. More importantly, we showed that forced expression of miR- significantly enhanced cell proliferation and invasion in AGS cells, a human gastric cancer cell line, whereas knockdown of miR- by inhibitor caused a significant reduction in cell proliferation and a significant increase in apoptosis. Furthermore, we demonstrated that knockdown of miR- significantly decreased cell invasion and migration of AGS cells. Finally, we showed that RECK, a known tumor suppressor in gastric cancer, is a bona fide target of miR-. Taken together, miR- may be important in the initiation and progression of gastric cancers as an oncomiR, likely through regulating RECK. Our findings suggest a potential regulatory pathway in which H. pylori infection upregulates expression of miR-, which in turn downregulates RECK, and then leads to the development of gastric cancer."
baseline,39,20,methylation · dna · cpg,methylation; dna; cpg; promoter; epigenetic; gc; hypermethylation; gastric; genes; cancer,289.0,289,12285.0,42.509,2014.74,2014.0,2005,2025,5,16467114 | 20124475 | 23669186 | 29290541 | 17394762,High levels of aberrant DNA methylation in Helicobacter pylori-infected gastric mucosae and its possible association with gastric cancer risk. | Inflammatory processes triggered by Helicobacter pylori infection cause aberrant DNA methylation in gastric epithelial cells. | Gene methylation in gastric cancer. | Genomic and Epigenomic Profiling of High-Risk Intestinal Metaplasia Reveals Molecular Determinants of Progression to Gastric Cancer. | Epigenetic field for cancerization.,16467114,2006,637,,High levels of aberrant DNA methylation in Helicobacter pylori-infected gastric mucosae and its possible association with gastric cancer risk.,"INTRODUCTION: Risk prediction of gastric cancers is important to implement appropriate screening procedures. Although aberrant DNA methylation is deeply involved in gastric carcinogenesis, its induction by Helicobacter pylori, a strong gastric carcinogen, is unclear. Here, we analyzed the effect of H. pylori infection on the quantity of methylated DNA molecules in noncancerous gastric mucosae and examined its association with gastric cancer risk. EXPERIMENTAL DESIGN: Gastric mucosae were collected from healthy volunteers ( H. pylori negative and H. pylori positive) and cases with differentiated-type gastric cancers ( H. pylori negative and H. pylori positive) by endoscopy. The numbers of DNA molecules methylated and unmethylated for eight regions of seven CpG islands (CGI) were quantified by quantitative PCR after bisulfite modification, and fractions of methylated molecules (methylation levels) were calculated. RESULTS: Among healthy volunteers, methylation levels of all the eight regions were - to -fold higher in H. pylori positives than in H. pylori negatives (P < ). Methylation levels of the LOX, HAND1, and THBD promoter CGIs and p41ARC exonic CGI were as high as % or more in H. pylori-positive individuals. Among H. pylori-negative individuals, methylation levels of all the eight regions were - to -fold higher in gastric cancer cases than in age-matched healthy volunteers (P < or = ). Among H. pylori-positive individuals, methylation levels were highly variable, and that of only HAND1 was significantly increased in gastric cancer cases (-fold, P = ). CONCLUSIONS: It was indicated that H. pylori infection potently induces methylation of CGIs to various degrees. Methylation levels of specific CGIs seemed to reflect gastric cancer risk in H. pylori-negative individuals."
